track_id,genre,era
3lW5U8Ls8JKhhjmY88Nxeb,edm,2010s
448PQRAGjaaYQ5Vkt6hn8U,edm,2010s
1Wvzo4EotLEh4W3OVcQoDO,pop,2010s
4DTPvhTmF3oVTLjAfHujVK,rap,2010s
3EFzexdYFIzbM2dusddMVk,latin,2010s
41L3O37CECZt3N7ziG2z7l,r&b,2020s
3t9seJl7Y0B556M2ndthl1,rock,2020s
5OPgPWsCaeZDvHudPzVftQ,r&b,2000s
3tN1pfXv2SfSEWM5x46qAh,rap,~2000
3dmnVNKCxtohL1FJsM7xWr,rap,~2000
06w0oAWnAqdbWLLur7KcnL,latin,2010s
65baihUWfSYzRLHsu3ckyN,edm,2010s
0K6yUnIKNsFtfIpTgGtcHm,rock,~2000
40AYRnDKhhrH4JZO4KS9Dj,edm,2010s
7hf0pfANPP2TgaDTcbUuhP,rock,2010s
1zB4vmk8tFRmM9UULNzbLB,pop,2010s
0gb1J5UrTpzaU1s3nupgCd,edm,2010s
2W1knj3iRxpbcC2A5kstO2,edm,2010s
67F9MFQj4YZG2i0V0HCMUs,rock,~2000
4cRR2gUTOerkUOW5iZpm91,r&b,~2000
7hf89cT5FEmLV5E9fjrjG7,rap,2010s
4ObVlpkFLvycg4mxf7pYan,rock,2020s
0PsbWiVtix5FoTZ1s00mEl,rock,~2000
5fCwwY9VFcpQr1JOKsHmPX,rock,~2000
4bPrKGqQKiBmf49XB4F4H5,rock,2010s
6fybp4N6eW3bsFAvARxyVe,rock,~2000
1ESuT2y9AKu1zMdxq47qW5,rock,~2000
35ARq65zezGBwA7EHBXm2w,pop,2010s
4Z4ZLBzCXSlHSCaxZ3WS7p,rock,2000s
7zQe325f5BShZv7uuStrH1,edm,2020s
5naYe7rLMZcLfO1DKg48MK,pop,2010s
6JtxiSAgxUwo6VvkA7oLpd,r&b,2000s
2SsBGxHWa7E4lD1ax1eXfk,r&b,2000s
4RvJ5sXFvWt8n9HHt7yBRD,rock,~2000
4RS9PmtHQe7I0o5fEeweOY,rock,~2000
1ohXrU5DLEfUlfo4tIYbqJ,r&b,2010s
1xvbeaWhNbKdYqr1AQaXyx,rock,2010s
7xjIdqgWa0rJliVs23JFqx,latin,2000s
63x2g8hqYpKJZ58oxglyhG,rock,2010s
59q0gDvWPoL2DQ1SAt5ZLY,rap,2000s
07GvNcU1WdyZJq3XxP0kZa,rock,~2000
1PtzhbVrXUYq8YodSbOXzT,rock,2000s
5ao8tEjVqtn9zx0YHvtNRU,r&b,~2000
0NIclV5iB1lE3mjV00ySKV,rock,2000s
6Gg1gjgKi2AK4e0qzsR7sd,r&b,2010s
5VWVS4c9oLaCFsFJ2yGkSn,r&b,2000s
6eCZQxoyyC3m5R6aA8eUnh,rap,2010s
7rQfpOyX6Tj1dpQ10toy4H,rock,~2000
3b0OZ2yemWkZ5kUweakAlZ,r&b,2010s
2WXyBlJYptmmNUcWn2qYV9,r&b,2010s
00cqd6ZsSkLZqGMlQCR0Zo,r&b,2010s
3OUApyz3jDB3syGUNGqB1d,r&b,2000s
3ee8Jmje8o58CHK66QrVC2,rap,2010s
6cAaLUV2fc1b3Qpgc0z3k2,pop,2020s
4h7wUvVV8Ff8UL7JqAByiL,r&b,~2000
3TFbQoY4KniRQRWge1hZdk,latin,2010s
0EkB09i9ohIUnsw45jzEyf,r&b,2000s
4DnEyHNO8MdhFYFrDq73BV,rock,~2000
2zuOiLM3QGT5DpO4fJwOEo,r&b,2010s
4QMSq1uq0JgvyKhEDp8wkx,pop,2010s
4rq0LPiVhznkmi4ajls5QA,edm,2010s
1CyCmgz0gm4AjvLE7JUYRm,rock,~2000
6AAa4zIwllv49ACRh2ndLh,rock,2010s
7HKez549fwJQDzx3zLjHKC,rock,~2000
3cjmw2pVDp6NqCW3MeDGaF,latin,2010s
6gZQ5bj2GHJj7sndCgx5ke,r&b,2020s
6ToM0uwxtPKo9CMpbPGYvM,rock,~2000
1nufXiTCTTAeJfO9hLHvO8,edm,2010s
3xozZw4YNCv777ONrbdHsy,edm,2010s
6bR8iWWmjxvkn8vbWSkebG,rap,2010s
5X9mQ7bV2wY5S9uIZsasbs,rock,~2000
6eEYGGFfFbtKHCgJM4uh9v,rock,2020s
10dVVfHlZYjV4Qv9uNVgrA,latin,2010s
7MoA7Nfk8C52FX8f9pAzPp,rock,2000s
3U4qk5suqEgGrSgrcWGCaO,latin,2020s
4Xk3LRadMIQK9LcYOvqmeN,r&b,~2000
3daKw0CwgbuSvRkseIMiTK,rap,2020s
4iI23lv1PWM4FzL5bQ5oUh,edm,2010s
1ahVFh0ViDZr8LvkEVlq3B,pop,2010s
3RZMzCvYsmJ0u2ioKTOsmJ,rock,~2000
7a35kVTnsXzlplOrxOIN9W,r&b,~2000
12wSL3tGk3MtbDEhfG7xy3,pop,2000s
7LINJ2qN2WlTuL7Ij9JnyE,r&b,2000s
09xGWzgSw8zp5oS1x5ogym,latin,2000s
7GdGBGwFMg21mY9kNpNKXI,pop,2010s
1Ge8R2h7W0IlaAHl6Q2kM3,r&b,2000s
30ZhaZWc3F9gvOdA3GFYn1,latin,2010s
1yUC3N6bGNcojpxPS3COYD,edm,2000s
0wJoRiX5K5BxlqZTolB2LD,rock,~2000
3hmjFpxcBeqX2ValXW9BBs,latin,2000s
0DiDStADDVh3SvAsoJAFMk,latin,2010s
23L74esErcn5KvWFY0ZAqS,r&b,2000s
1EhDeCHd34jt7dMDqkGQBC,latin,2000s
36vO4BKX49Iwqv4UjLEOgw,rap,2020s
0DkF3I1KiN9wcsNw927f7i,edm,2010s
1vxw6aYJls2oq3gW0DujAo,rock,2000s
4ZKLmo5TSZebyenBpln7l8,rap,2000s
68M7UmepzR8MtBgY94IzYr,rap,2000s
0Wk1soCBUANdaVPHMOYBQt,latin,2020s
1sfSPlgRbo15MaQXCkCPgA,edm,2010s
4irYeuAi87yyGHcI4h9s0x,rap,2010s
1pqkpQx65J0uwl5PbnUDuJ,rap,2020s
7KXjTSCq5nL1LoYtL7XAwS,pop,2010s
7fG1ZnOM0oOwUOtmoh8KOo,r&b,~2000
4SWUAEniXOiGiwXYPAEiLV,r&b,2000s
0AY6XbTfRSk9wpCIQTnwc0,rock,2010s
1nihX7AXe5qdt3OmDcstTb,edm,2020s
37qI0mchgzUSeUhPiwUWPY,rock,2010s
64UWzgxsySsNSu4LUqpJA3,edm,2010s
5X9mQ7bV2wY5S9uIZsasbs,rock,~2000
5ucfLeGN737G44fY41Io6L,edm,2000s
1Dg4dFJr3HW7sbA7vPejre,rock,~2000
1yRBHnXfl6wjCnM6dYRXq0,r&b,~2000
1TlEEopIktdAi8oWRf9Qx6,r&b,2000s
5rqn93J4KqJrxSO7SMns4B,latin,2010s
2csDp6iJqt8VypzWSFrwwT,pop,2010s
5d7gSSTkL4syrnxli8dLYJ,rock,~2000
5zhkOkaQCS21ulmwCrmqaa,r&b,2010s
68Zg9JQGWw17f6W59UxXYJ,r&b,2010s
3WIg3fd3W8I5HU8g3Y6P0k,pop,~2000
5FGs2enRe23RODlTmGYbX6,rap,2000s
3yP0cohcr97BUNJcgvmSVg,rock,~2000
4BUOfv1BDuFVcXIhjwDDxb,rock,~2000
195CWBcm83Kb8NhpBt4ARG,r&b,2010s
5RfhUFcQBeonzqLRhU8gvK,rock,~2000
62FheCbeT4N5PPKmFD1g4m,edm,2010s
4GHvrcL0BoG2eDCM9gPoOd,rock,~2000
4QjtDLNwfcniKaGrQNOtlZ,pop,2000s
0fqKsU4Hsnb0oKlyjat9da,r&b,2000s
4OSbctVD37ycS0H3rwRm72,rock,2000s
5Gis3rbXy28VG5WG8hmtZI,rap,2010s
4zEi4tr3lEhiAvTRxEzbEz,rock,~2000
6urgMsfVicYs3mGUEcJg0m,rock,2010s
4GdWGOxhYaI9RBKWXMFFdd,latin,2020s
06Nd516Lt4T9Y9LIfGeLux,edm,2010s
6I9Yt26av1rRl5UMHkMj62,rap,2010s
6IXICze5FgtxDC4k8lXV1p,edm,2010s
4PclDQ2lYPmIuhj4G3swK1,edm,2020s
3yjYId62mEKEy9QwbCGoEa,rap,2000s
09IStsImFySgyp0pIQdqAc,latin,2010s
6v3KW9xbzN5yKLt9YKDYA2,pop,2010s
3APlBPXmTYV1yZO0dngkdq,r&b,~2000
31OxOoAMgq8zCXwG9xCrYl,latin,2010s
3kckepgeFtWk0UtZ1cFGU8,r&b,~2000
62leJoS03BiNzdoQmb9ByN,rock,2000s
0jsFafckbVIDaq7Ubi0yTX,rap,2010s
1mea3bSkSGXuIRvnydlB5b,pop,2000s
4vS8VaBwJJV5Ry7UFIQuoo,latin,2010s
1UYSPfQcU2gJtZii4WRWjk,edm,2020s
4nmXIR8tHEgoHnvRfbPSbw,pop,2020s
0ycFQvBTfuo1LCdG0HhszL,edm,2020s
5e6x5YRnMJIKvYpZxLqdpH,rock,2000s
2MrP2Sv5Zbj1qckTKD1pVn,latin,2010s
4CRpOsjhvgxjF7rQufmyZ1,rock,~2000
2vtXB4ShP4eprgRW1IYpAp,rap,2010s
0kFM6t9htbB53Dg8frGDGh,rock,~2000
7yqU5HODQU91zj8ahUaUX1,rock,~2000
3lqT89gv8p3PYwXtr3ODjv,r&b,2000s
3WVJNKDreudOd8pBjU5nDI,r&b,2010s
0SjzIvde8QyAGeXwOgy9rs,rap,2010s
3X3XuCPTC95ARm9SguWsIa,r&b,~2000
6xdLJrVj4vIXwhuG8TMopk,rock,~2000
1xJrQgMoWUiRvZyl1KCXYW,rap,2000s
6ul8Krzy7gmzTtC0I6s0T5,rock,~2000
2nVHqZbOGkKWzlcy1aMbE7,rock,~2000
1hwN2eAwsXgktvw9Qe8TrP,rock,~2000
3vCeDhrInX8te6SoaqZbvu,latin,2000s
6ksWMnPcHNyNoNf3y1BQCO,latin,2000s
2bR6LkOC10pZ3udHdZiENF,r&b,2010s
5CXF4x2kZI2ftIogOuhXYN,pop,2020s
0JCAezTC5IlK1a9o0YBEsD,r&b,~2000
0yf6ORR6kV4iEn6T78XKbZ,rap,~2000
52yW8YAEwKcUZZVcflq3Fw,r&b,~2000
4Q6uK1SZ5hQhZGvhSGe4sN,latin,2000s
2Pr1nZpt8A8WP7QYpyq6L3,rock,~2000
1LMVGL3030W3mGmRrd2hCm,rock,2000s
77GqDUCd6ciLsbkBRMYsM8,pop,2010s
3Z7SMZHYxTYKWedLXfTcme,r&b,2010s
13aKGvTil3UUw1yk0pA9fG,rock,2000s
1Qa0Y05al633fG8f9Peytc,rock,~2000
0dA58RZci59FbrNbNbhGJj,latin,2010s
1FpyIuBKyNKG2O06ZawDlo,latin,2010s
6WaYiQUPel70HUaCZj5eND,rock,2010s
6qQyG6BLQi0hvqdmMxOrlG,latin,~2000
1DcxnVNFAyVl2sDQ646pXS,latin,2010s
7qbTB6m4Wn7CUIM6LzVMYm,edm,2010s
6AEdWbrFREOUNmI1hMPbyc,r&b,~2000
3o8mSFsqG44paFc9iFJ3yd,rap,2000s
1vQ2MZsupEvPhtvfkdW3iI,r&b,2010s
0thLaeBSY189MLfmHTIy35,edm,2010s
3ixyQ0IdbbDaYOyodp6hvr,r&b,2000s
2j9JpBQk7VhzYDOqToxhlA,latin,2000s
0mV5JWhyUFANd9qpwLkM8d,edm,2010s
6E9GnwBQUPcTCzfGryhhFB,rap,2000s
3QfLERjG54GUIAS9w86kul,rock,~2000
1ToprX3cpBiXoAe5eNSk74,r&b,2020s
54CASntZ5zw4e9YiBX0zAT,rock,~2000
2WeikUUAqpBK928IX5hZBu,edm,2000s
0RZXNlGPvfMo54fd6uCvAT,rap,2000s
48UPSzbZjgc449aqz8bxox,rock,~2000
2qOm7ukLyHUXWyR4ZWLwxA,rap,~2000
7xTdTWhpmOtHbdpAvkUIVy,pop,2020s
0pwYLVXVknPSGUQb39cePC,pop,2010s
5xzCzOAOfRi4DOttSzvznR,pop,2010s
2M89czls4iL4UaGx9Sh4So,rock,2000s
5GorFaKkP2mLREQvhSblIg,r&b,~2000
5xq7pQlWzS8MKCbeU6PVnI,latin,2010s
4eJpEQTj4jLQNYtuZ8X1mR,r&b,2010s
1RjU7UhRICmdFPKxCucLgq,rap,~2000
6LwNRG1Yg11VnyJX7ezpyy,latin,2010s
1mC7u32zemMLC1mVOU02Pm,r&b,~2000
3tBHQJmuE0BOKR7l4Anap5,edm,2010s
6XcfKZvJio9Z0fQy11GnNX,pop,2010s
62LJFaYihsdVrrkgUOJC05,pop,~2000
6SvRYfsIeNSVV2EAH7I9P0,rock,~2000
1XxUDJp9zsjd6tBSvE3la4,rock,~2000
0V4uo88eJO6JgkdW4NUMZm,rap,~2000
3rFQdyT9s0sg1zEaYQmJ45,rap,2010s
7rfAUubPk9BrBNFApLJZcy,rap,2020s
6WGOAPBw5aYU1bnWffylQ1,edm,2000s
224EQMt8CpNPV98j9L4iMJ,r&b,2010s
6dW75XbJ1WAMljOXWjTK46,r&b,~2000
5eSllZgRWCIJsDTAqFRwQw,rock,~2000
5FPnjikbwlDMULCCCa6ZCJ,r&b,2000s
7nD9nN3jord9wWcfW3Gkcm,pop,2010s
53oWwSxPuyH2cjYKXH8fgO,rap,~2000
5SiZJoLXp3WOl3J4C8IK0d,rap,2020s
37TpGJkcnu8Ap7tdTbwGlD,rock,2010s
6LPxzcsPrFEGoTa33gG7QC,latin,2000s
6rK8YLvFotZ78rb9m6MeqE,edm,2010s
6m2yzFxphk64CLYkDgl4qs,rap,2010s
5a8oEMjQ3Fyt6WxNsdNryn,edm,2010s
6wjSNO6uJYlgbbfauyWhiw,rock,~2000
1hxDtE2zgp4J4tCmn6nbyu,r&b,2000s
4VcV0t8VN6AZcWTznJOUUN,r&b,~2000
12G1TYIfbpvC0mdFFn4Pbg,rap,~2000
72by3Re4C3eVEBXvsUo0zV,r&b,2000s
4RRvVSpreSh8psHZodRUU7,rap,~2000
2Mma8mPkMGvFljxKORvySU,rap,2010s
528CAH5pTLq86oZ52fHifA,rock,~2000
3Xo6NqkOMHfw9QwxzYQ36c,rap,2020s
00LfFm08VWeZwB0Zlm24AT,r&b,2000s
7e2lRhdJQ6vH4EwOrIMb4g,r&b,2010s
6Fba9RZtC6vTY814JToDtP,pop,~2000
3JfkNCiXjHEVkbFfCQ417E,rock,~2000
5NYzvVxuyXiHSqn7PojgKC,rap,2020s
44UYb53g0qYJyg1fe2LiA9,rock,2000s
12ZQdr6Ir1x6QByyPdJg9W,edm,2010s
5Zjge6yCThuBMdnJdOBp9A,pop,2020s
0lHYQoSwhIKqUjUsbQygyl,r&b,2020s
6C1YAAL2KFTlpqfZqVN5LD,r&b,~2000
1Off1r34vHtmkxZrVCqOJJ,latin,2000s
1ZtG48NtqQdyN1AnXiiYL0,pop,2010s
1bObrsJGW0UCIGZkvnDqbe,r&b,2020s
4nYKI0JqkWfr1YbmH4ADEM,latin,2010s
7FQyzz3MRRyIHB2xuPjQhL,edm,2020s
3mz1kmUWrrbJsoAx6rFRc7,r&b,2000s
5xtGNElI7ocpEHaFu4ZQG0,r&b,2000s
0kwBATkVUAG7JRMEosNUUs,r&b,2010s
6HYI4GiTkYoaGxrXELsDjz,latin,2010s
21LMl54FIe7J5oOoZzgeiQ,rock,2000s
6NAmbftWAovcMCnJzDCFsU,rock,2000s
4lnVigld8DSkCx0RWXiuKd,latin,2010s
17rF54WvGGqPVxDheq8PP8,edm,2010s
4Zc6OSN5jokFfoWhyqn8Ur,pop,2010s
1MVP0lWdOFspDWcoKoScCj,latin,2010s
71wsC1Jmt4wI4zuCvKYI8K,r&b,2000s
2CS0RcwxuawBHEs8n7gS3i,r&b,2000s
31H7LPONnW6megZrmnN5th,rap,2000s
2Nyg5XSFpb221DZzgNZrJP,edm,2010s
3yeBgHJfWqR7i1wIRw4Oeb,r&b,2000s
5AkfmoNoWinVjylKXPzmwV,edm,2010s
0i5el041vd6nxrGEU8QRxy,latin,2010s
3bWGaqVeYKMlLss40mPgNn,rock,~2000
5JdZoKXupuTx3zykXxbriP,rap,2000s
79yPlcjbwRebGO32kz8Bkv,pop,2000s
2cMXvhXlXMHpQLW7UTTWUp,rap,2010s
5MxNLUsfh7uzROypsoO5qe,rock,~2000
2BYdSTQjd7e836KDacYjQt,r&b,2000s
0BiGd2FNDQ0eh79ZHfp6tS,pop,2010s
2Dl4lx3LicqztcmGo6A5l5,r&b,~2000
7zWYZS3MmS4YcqkQ02VnZc,edm,2010s
10IBstzGdLMMwtxTiefXtm,rap,~2000
6LH6IWKmglYak5gTQAAg3f,rap,2000s
2r9IVJY3OIDb64lplJJ8mY,rock,2010s
0EdgK7ASb4kfRkW8pVMN02,edm,2020s
1JURww012QnWAw0zZXi6Aa,rock,2000s
6h85a4Hgx0FAxJQtCKuYO9,r&b,2000s
4kEsRngsTsKjaFlFSnVkyq,latin,~2000
6LMeLQ9e8T5YVNFnwbliOI,r&b,2000s
5mpUKTdskZea0gStWzeHUZ,rock,2010s
4ejjjAuVya6bapdTjZE9Lx,rock,~2000
