track_id,name,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre,era
5Du6gEDduLCB9FIm9xIE4w,Tainted Love,Soft Cell,12,0.568,0.493,0,-9.112,0,0.0381,0.106,0.0,0.757,0.616,143.223,156317,pop,2000s
5KG4OVGxSrFmNHGZBezJJn,Don't Be Cruel,Bobby Brown,49,0.775,0.719,1,-12.189,1,0.0567,0.000132,3.14e-05,0.2,0.712,102.392,408307,r&b,~2000
7awBgmQ3B0YscMXPBwE1gQ,Get on Your Feet,Gloria Estefan,44,0.724,0.779,9,-10.036,1,0.037,0.102,0.00152,0.129,0.93,123.934,218133,latin,~2000
10GJQkjRJcZhGTLagFOC62,Most Girls,Hailee Steinfeld,76,0.756,0.572,9,-7.019,1,0.0763,0.0478,0.0,0.0853,0.417,102.986,204400,edm,2010s
4zQuwW24dweWcaX0fEJkP2,You Know I'm No Good,Amy Winehouse,73,0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383,256947,r&b,2000s
6FvSJjsxM3o5ctpexdB31e,Mad World,Michael Andrews,2,0.353,0.0811,3,-14.573,1,0.0351,0.966,2.27e-06,0.104,0.356,173.415,187933,pop,2000s
2QFSVtTE4odPoOImpNVyfW,Tequila (Tequila Sunrise) - Spanish Edit,Cypress Hill,48,0.752,0.46,10,-12.41,0,0.386,0.0318,8.58e-05,0.156,0.595,96.82,236867,latin,~2000
1lpFXKKckqVkyAN1lPwwC2,Radio Ga Ga,Queen,3,0.762,0.414,5,-12.036,1,0.0379,0.173,0.000111,0.0942,0.731,112.398,349133,pop,~2000
5yfpdBo6QggnG9liGh4PsE,Soldier Like Me,2Pac,0,0.75,0.614,11,-6.004,0,0.407,0.0672,7.81e-05,0.106,0.571,172.031,230249,rap,2000s
7oqBNzWOeZj6fS357VaF9l,Unthinkable,Idealism,57,0.545,0.227,0,-15.497,0,0.033,0.972,0.866,0.105,0.0965,130.121,157406,rap,2010s
1rzc5izgXXn4KsSmibtNpT,Cellophane,Ella Vos,51,0.694,0.481,1,-9.169,1,0.0534,0.0901,0.000109,0.144,0.112,119.933,165000,pop,2020s
0HT6YGHjXKNvnTjGGtur3j,Spotless,Martin Garrix,53,0.517,0.828,8,-5.648,0,0.0482,9.69e-05,0.841,0.411,0.0605,128.077,195005,edm,2010s
4Njv0a0Xsqg0TJgbRKbVmW,Stay With Me,Yanda,18,0.715,0.549,0,-13.815,0,0.0407,0.0151,0.0497,0.308,0.718,122.335,307227,latin,2000s
0vCgSsENZSvWEQpXefVdnM,No Stress,Laurent Wolf feat. Eric Carter,0,0.871,0.68,8,-4.28,0,0.0856,0.0254,0.0071,0.0752,0.794,130.003,421533,edm,2000s
6C3wj5V8mqLYtYqgJCABZW,The Prophet's Song - Remastered 2011,Queen,46,0.395,0.446,2,-9.819,0,0.0452,0.314,9.26e-05,0.348,0.18,140.558,500960,rock,~2000
5nzEilkVhvnCD0xpW3raTy,No Dejes Que...,Caifanes,67,0.613,0.898,2,-7.593,1,0.0368,0.429,1.29e-06,0.272,0.763,134.033,279160,rock,~2000
2b8QQqf8Vwb7bfz22ja8Fk,Over And Over,Nelly,59,0.644,0.518,7,-10.02,1,0.0805,0.00646,1.33e-06,0.158,0.464,169.799,253933,r&b,2000s
0olw5nqq5I9MNbVo9Z1S2S,2020,KEVVO,56,0.701,0.465,10,-11.468,0,0.509,0.341,0.000167,0.664,0.41,102.02,209779,rap,2020s
2YaSzINHB1xDU4zigrtR5f,We Don't Care,Matt Rysen,44,0.399,0.889,1,-5.738,1,0.0936,0.113,0.000421,0.15,0.416,113.809,248471,rap,2020s
5uOTvcWHsvvDQ8z1Q9K64f,Pinball Wizard - Original Album Version,The Who,2,0.536,0.694,11,-9.116,0,0.0351,0.014,0.0,0.165,0.374,124.394,182653,rock,2000s
1Ps0eZFXGX8qLxSj3vQPfD,I Like Your Style,Bubba,0,0.822,0.635,5,-7.89,0,0.0633,0.275,0.0106,0.0638,0.715,105.327,295333,r&b,2000s
36Kg94RTJAgnTZbGwdVjJG,Super Freak,Ricky Skaggs,36,0.515,0.851,10,-4.213,1,0.0333,0.476,0.00346,0.128,0.967,148.232,244320,r&b,2000s
2pm72A1aBHKwqr05xaDW8h,It's Not Easy,Ofege,44,0.52,0.824,2,-4.286,1,0.0462,0.324,4.76e-06,0.147,0.517,79.39,260880,rock,2000s
3efy0g1He1zJ4B94VMbbBo,Baby I'm Ready,Levert,53,0.781,0.317,5,-9.697,1,0.0405,0.106,0.0,0.175,0.43,121.844,322200,r&b,~2000
1snWlbcbgQpJfknoI30DWG,Darkside,Alan Walker,71,0.425,0.642,4,-5.06,0,0.0502,0.164,0.0,0.118,0.112,170.008,211867,pop,2010s
1afAuu13OoyHaNqVRgNm92,We All Die One Day,Obie Trice,0,0.803,0.875,4,-2.837,1,0.24,0.0229,0.0,0.368,0.356,93.958,329427,rap,2000s
2NRRrr8ylDK38KD3Ffbw4K,BTSTU (Edit),Jai Paul,58,0.665,0.389,1,-6.709,1,0.441,0.745,0.000982,0.326,0.521,89.962,210001,r&b,2010s
1m2xMsxbtxv21Brome189p,I Wanna Know,Joe,64,0.725,0.487,8,-5.959,0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,296693,r&b,2000s
1A2PWRltFrX8iB8IP3CUgo,St. Elmos Fire (Man in Motion),John Parr,68,0.612,0.6,9,-10.945,1,0.0327,0.15,3.04e-06,0.222,0.471,111.203,251800,rock,~2000
4TboAbE2pCUUB0fk6Q9rUU,I Used to Love H.E.R.,Common,53,0.74,0.445,1,-13.222,1,0.397,0.074,3.4e-05,0.424,0.593,91.745,278707,rap,~2000
5JtCyvuNSFF7p5y5rC0LLp,Casan (No Puedo Bloquear Lo Que Quiero Dar),Javiera Mena,0,0.676,0.356,11,-11.41,1,0.0421,0.399,0.138,0.114,0.692,147.052,270681,pop,2000s
7CmZmiCqn9xKG3rLnr1GKD,Old Time's Sake,Eminem,0,0.775,0.829,1,-1.933,1,0.304,0.0606,0.0,0.33,0.836,176.047,278160,rap,2000s
6fvB2ft8IylK1coIewMPe1,Clarity - Brillz Remix,Zedd,0,0.667,0.858,5,-7.062,0,0.0533,0.017,0.00366,0.177,0.354,140.024,357480,rap,2010s
0Jic1enFHt5xG7E1nHdeYn,This Is The Carter,Lil Wayne,45,0.844,0.854,7,-3.694,0,0.265,0.17,0.0,0.092,0.777,95.081,276040,rap,2000s
4RaWbMItxVbuUExNkFsITP,La Jeepeta,Nio Garcia,63,0.816,0.726,0,-5.334,1,0.267,0.48,1.41e-06,0.314,0.707,175.933,204809,rap,2020s
1MfqPCs3Y722VK6zkWZ98Z,Pasarela,Ñejo & Dalmata,68,0.798,0.821,7,-6.143,1,0.0596,0.0985,5.84e-06,0.178,0.525,95.004,227467,latin,2000s
4PQOIfA2YlJW12UL9NOCa8,Ten Jesus Pieces,Rick Ross,0,0.429,0.938,6,-6.453,1,0.592,0.0441,0.0,0.0672,0.0395,160.749,411133,rap,2010s
6HcQZfMrw3KwGyzrKw1Pjy,Dreamlover,Mariah Carey,57,0.701,0.705,5,-6.18,1,0.0357,0.18,0.0,0.141,0.71,100.669,232960,r&b,~2000
7uDhxDSeMgt6QNsYhlw7OU,My Generation - Original Mono Version,The Who,0,0.375,0.832,0,-7.009,0,0.0928,0.224,0.000224,0.35,0.764,95.993,197773,rock,2000s
1EfbXCeMYyLHNwAK4cRgQ2,No Peace,Alfa Mist,0,0.6,0.475,1,-12.785,0,0.0457,0.397,0.344,0.0953,0.753,185.856,223312,r&b,2010s
2NfX1qsrbx4SHVsVuUgrpH,Flirtin' With Disaster,Molly Hatchet,0,0.266,0.806,9,-7.642,1,0.0513,0.00152,0.0359,0.193,0.737,179.944,299467,rock,2000s
2RhrdmXvvtjoQrVfgvKF0p,South of Reality,The Claypool Lennon Delirium,28,0.491,0.748,4,-2.981,0,0.0362,0.00253,0.821,0.107,0.594,152.974,207707,rock,2010s
0MnD6a0XiPC44N5yrEpD74,"Who, Want, War",Pastor Troy,15,0.556,0.836,6,-6.903,0,0.199,0.0587,0.000351,0.355,0.429,168.196,293173,rap,2000s
4v0134PgBTGsFJiGcV4eJk,Last To Leave (feat. Caroline Ailin),Louis The Child,62,0.753,0.602,0,-6.326,1,0.149,0.052,0.000249,0.102,0.555,94.056,180148,edm,2010s
5WyXvvsfowvKUtPI4biVlM,Love Came Here,Lhasa De Sela,0,0.646,0.277,9,-12.914,0,0.0555,0.635,0.000218,0.105,0.466,109.084,235387,r&b,2000s
4wNIkl5XGiAACjFBlDWuSd,What A Man Gotta Do,Jonas Brothers,73,0.857,0.708,9,-7.158,1,0.0608,0.0101,1.95e-06,0.0908,0.333,113.015,180645,r&b,2020s
5StUs128KSibE16fxntBSL,Kanye West (feat. Wyclef Jean),Young Thug,52,0.851,0.614,5,-6.668,0,0.1,0.046,0.0,0.0716,0.429,107.971,342720,rap,2010s
78Az0Z1vNJgqv9QSB0ULLV,Paint It Black,The Rolling Stones,24,0.504,0.845,5,-7.799,0,0.0938,0.0139,0.0419,0.359,0.736,159.508,224133,rock,2000s
3pV1ySVuEVPqhrQfkZ8jcm,It Never Rains (In Southern California),Tony! Toni! Toné!,24,0.717,0.469,10,-9.92,1,0.044,0.23,3.49e-06,0.0523,0.856,79.86,302360,r&b,2000s
4KuO26KOVzDiciB8Z9NHZX,One Of These Days,Room Eleven,1,0.685,0.499,7,-9.671,1,0.0373,0.365,4.34e-05,0.183,0.722,102.902,227400,r&b,2000s
5wwQVa7OHd9zQILs3scfun,Ooouuu (feat. Blac Youngsta),YBN Almighty Jay,45,0.851,0.744,10,-6.83,0,0.197,0.0878,1.18e-05,0.147,0.645,73.97,153067,rap,2020s
2xTft6GEZeTyWNpdX94rkf,All Eyez On Me,2Pac,75,0.873,0.719,1,-5.948,1,0.248,0.03,0.0,0.333,0.858,93.281,307773,rap,~2000
16qPkGAjjtZ9dKuSUwpFB5,Hostage,Unodavid,54,0.699,0.39,6,-12.128,0,0.0752,0.39,0.0,0.106,0.509,160.071,131056,rap,2010s
4alHo6RGd0D3OUbTPExTHN,Just What I Needed,The Cars,69,0.619,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,225627,rock,~2000
09PTdECef2Uxix7ma0HCxs,You Could Be Mine,Guns N' Roses,6,0.35,0.985,10,-5.676,0,0.122,0.00876,0.551,0.36,0.323,151.007,343640,rock,~2000
06TuMCjDEYjTOJScCRzmjf,Don't Let Go (Love),En Vogue,60,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,291880,r&b,~2000
6iX1f3r7oUJnMbGgQ2gx1j,867-5309 / Jenny,Tommy Tutone,60,0.584,0.708,5,-10.039,1,0.0593,0.0264,0.00364,0.112,0.564,137.657,226200,rock,~2000
2b4SSorCTQ2VzmllaeWuuT,YOU'RE THE ONE,KAYTRANADA,66,0.824,0.396,2,-9.663,1,0.332,0.0323,0.00289,0.108,0.252,118.053,227707,r&b,2010s
0Ui05Ov0s4PnRc4JI3Pilg,My Favourite Game,The Cardigans,63,0.586,0.777,5,-6.185,0,0.0303,4.78e-05,0.00147,0.0729,0.424,143.339,220468,rock,~2000
4GhbRPmkVfAZmSQZqdifrn,ifuleave [feat. Mary J. Blige],Musiq Soulchild,45,0.467,0.752,11,-3.244,1,0.232,0.208,0.0,0.164,0.728,122.775,252440,r&b,2000s
6L0aZ8wJC5uw2kAYIU82Ol,This Ain't My Day,Fredro Starr,9,0.763,0.708,10,-6.307,0,0.116,0.0869,4e-06,0.234,0.398,93.02,234021,rap,2010s
560rREKGHgFwL4IbiLzLuv,Nothing From Nothing,Billy Preston,2,0.81,0.827,9,-4.093,0,0.029,0.59,0.0142,0.198,0.919,102.816,156200,r&b,~2000
7zxRMhXxJMQCeDDg0rKAVo,Some Way,NAV,72,0.744,0.715,0,-6.103,1,0.351,0.101,0.0,0.0919,0.34,154.962,179773,r&b,2010s
6yUFTkvNvLbDR3g0tHmQhx,Bhavi - BZRP Music Sessions #1,Bhavi,59,0.727,0.653,4,-4.735,0,0.038,0.0895,0.0,0.0936,0.0389,140.107,169719,rap,2010s
61oG7DvhBOvdXBALpVY9VG,W W Y D F,Zero 9:36,11,0.359,0.889,2,-4.238,0,0.0517,0.000355,0.00324,0.0577,0.469,94.059,180000,rock,2010s
2UkKbV1TKGV5OafEJW54fr,Blood Red Moon (Demo),The xx,43,0.781,0.456,0,-10.837,1,0.0431,0.82,0.786,0.0784,0.229,119.988,133267,pop,2000s
3yznAoJ3OW7cY0dNrSlIzD,All Broken Hearted,Ballin Entertainment,0,0.778,0.83,0,-11.413,0,0.0522,0.0836,5.44e-05,0.069,0.843,128.148,116140,latin,2000s
4EHa21Wr2EPDZvA3LG0yOk,Mueve Tus Caderas - Live,Miguel Rios,0,0.545,0.877,0,-9.423,1,0.0363,0.0656,1.17e-05,0.516,0.961,139.999,97920,rock,2000s
5qzZf8QtBUCdlsRDinh3jP,Both of You,Patrick Martin,43,0.631,0.851,8,-2.673,1,0.0561,0.516,0.0,0.209,0.727,161.906,179648,rock,2010s
04KTF78FFg8sOHC1BADqbY,Hot In Herre,Nelly,71,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,228240,rap,2000s
323Tzd2yjV4pifrVAajafb,Hood Nigga,Gorilla Zoe,57,0.875,0.732,1,-5.135,1,0.0635,0.0198,0.0,0.11,0.159,87.142,200933,rap,2000s
59rtiYOPgMEDf3yPEfU2la,Still Tippin' (feat. Slim Thug & Paul Wall),Mike Jones,62,0.86,0.861,6,-7.131,0,0.307,0.0361,4.07e-05,0.113,0.79,143.184,271053,rap,2000s
0h5LK5DWEDQoTYemtRGMzA,ASPHALT LADY,Kiyotaka Sugiyama,22,0.782,0.444,7,-14.699,0,0.0347,0.175,1.84e-05,0.0346,0.811,125.078,239067,rock,~2000
4uPGRSEYtAeKgdRQtveMnP,Deep Fear - Phobia Radio Edit,Sidekick,0,0.783,0.574,9,-9.463,0,0.0642,0.0378,0.916,0.0686,0.0399,126.032,208400,edm,2000s
0ZSmRnXnP5fdANtVlCok1g,Look What You've Done,Jet,61,0.398,0.547,0,-6.846,1,0.0261,0.414,0.00143,0.146,0.305,73.396,230880,rock,2000s
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,85,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,206459,edm,2020s
6gA3b0M69d0SzuZqWtZXWD,Since You've Been Gone,DAY26,54,0.516,0.69,6,-6.944,1,0.0436,0.165,0.0,0.126,0.398,129.833,250880,r&b,2000s
5L0KDoZklMgs9GPoonneEl,Nice & Slow,Usher,63,0.819,0.299,5,-11.964,0,0.122,0.153,0.0,0.3,0.515,121.913,227907,r&b,~2000
7LHVyKxG4rVSR96px7ucg1,Camellando,Yera,55,0.711,0.76,5,-4.012,1,0.0531,0.319,8.77e-06,0.346,0.846,98.041,211856,latin,2010s
3iWlbqAaoIR7H7gyO3a6rV,Tears Don't Fall,Bullet For My Valentine,59,0.212,0.924,7,-3.349,0,0.135,0.000729,2.23e-06,0.0831,0.244,162.128,348387,rock,2000s
